"","Id","Upload_Gam1"
"172",1632,246063.709184555
"173",1633,167947.51200511
"174",1634,192987.204767285
"175",1635,179234.755750172
"176",1636,161340.185911658
"177",1637,205953.972362247
"178",1638,182442.641491947
"179",1639,191997.308116023
"180",1640,254659.539727653
"181",1641,182315.24047439
"182",1642,258735.811981505
"183",1643,225678.447218388
"184",1644,236661.850745404
"185",1645,202193.078527986
"186",1646,165459.167661704
"187",1647,156734.694428388
"188",1648,132476.672842721
"189",1649,146984.238389984
"190",1650,122115.88007149
"191",1651,128872.071725607
"192",1652,98440.0201624816
"193",1653,102603.960593815
"194",1654,151455.881157408
"195",1655,135005.759835259
"196",1656,140508.502208389
"197",1657,152239.583567435
"198",1658,149881.833920299
"199",1659,129400.141634064
"200",1660,158170.349416574
"201",1661,430916.93509553
"202",1662,426083.901625796
"203",1663,372434.93706421
"204",1664,350176.936828517
"205",1665,310862.176716624
"206",1666,319330.823684831
"207",1667,369825.135191747
"208",1668,334607.23942324
"209",1669,295045.913126197
"210",1670,340111.96463418
"211",1671,265955.831644325
"212",1672,428737.494427284
"213",1673,292406.686689441
"214",1674,259516.319665174
"215",1675,189281.779099285
"216",1676,192986.863639751
"217",1677,215634.406558745
"218",1678,476549.957829923
"219",1679,387373.24628577
"220",1680,338664.684956582
"221",1681,248732.745141257
"222",1682,300253.22190865
"223",1683,199472.42766124
"224",1684,170178.347294476
"225",1685,171424.603723172
"226",1686,169242.955029766
"227",1687,168326.222733289
"228",1688,191761.325596372
"229",1689,192779.480920864
"230",1690,192628.597704262
"231",1691,184435.019675697
"232",1692,245884.971240381
"233",1693,151066.035566508
"234",1694,183021.407264117
"235",1695,166865.158196546
"236",1696,268541.321164753
"237",1697,173861.69552438
"238",1698,344596.45817862
"239",1699,319261.100694626
"240",1700,254018.139762957
"241",1701,278676.817087921
"242",1702,253212.999772933
"243",1703,249401.811747785
"244",1704,274969.872662047
"245",1705,221864.268929159
"246",1706,293625.567960081
"247",1707,213316.493592267
"248",1708,207373.300084528
"249",1709,269304.201545538
"250",1710,227540.178163531
"251",1711,262430.166819043
"252",1712,273361.526735847
"253",1713,278810.511519846
"254",1714,231261.514673929
"255",1715,215679.986194475
"256",1716,181902.075065729
"257",1717,180828.498400005
"258",1718,140543.036758492
"259",1719,206493.416420124
"260",1720,231529.243050357
"261",1721,162295.660241886
"262",1722,125766.832723073
"263",1723,153818.666704281
"264",1724,207976.421054275
"265",1725,246980.18511456
"266",1726,176460.091191422
"267",1727,157613.028487596
"268",1728,177178.157604307
"269",1729,160944.555513123
"270",1730,174450.55171985
"271",1731,121090.686940274
"272",1732,129050.765245518
"273",1733,114774.2470391
"274",1734,116910.158298611
"275",1735,132637.984768879
"276",1736,112970.596501065
"277",1737,331835.407368737
"278",1738,238062.518649779
"279",1739,275205.767877684
"280",1740,226620.436340447
"281",1741,193423.674365873
"282",1742,178777.331840437
"283",1743,185344.743957882
"284",1744,461185.336404105
"285",1745,210710.574606185
"286",1746,209995.113928571
"287",1747,220976.441460008
"288",1748,243794.089380615
"289",1749,142199.696240215
"290",1750,122975.424200011
"291",1751,238545.05138181
"292",1752,121051.850658453
"293",1753,154181.61593093
"294",1754,190465.792556742
"295",1755,154336.794849892
"296",1756,135361.77292366
"297",1757,123173.159207985
"298",1758,139042.412300921
"299",1759,148269.055412501
"300",1760,169538.637830886
"301",1761,133830.116534532
"302",1762,174030.031660177
"303",1763,192610.75494469
"304",1764,126122.230008172
"305",1765,156059.523835018
"306",1766,171269.78508212
"307",1767,213469.724595858
"308",1768,145513.825806525
"309",1769,169089.217826282
"310",1770,153680.027732933
"311",1771,118915.322750545
"312",1772,141829.25973086
"313",1773,118508.116080401
"314",1774,170663.305461303
"315",1775,155035.888608847
"316",1776,117398.136108884
"317",1777,105160.514095751
"318",1778,147146.361234395
"319",1779,116578.931528708
"320",1780,174879.447584694
"321",1781,128688.549434316
"322",1782,95853.0639939418
"323",1783,139514.668613968
"324",1784,103868.544384987
"325",1785,126905.842161851
"326",1786,147933.325674052
"327",1787,160641.553980324
"328",1788,65880.6334199194
"329",1789,101927.416519553
"330",1790,81579.1539364518
"331",1791,206710.986482593
"332",1792,157555.796533786
"333",1793,126333.79629582
"334",1794,161337.402787566
"335",1795,136326.869289699
"336",1796,135783.97391757
"337",1797,115830.44025229
"338",1798,125920.565170209
"339",1799,116080.872396398
"340",1800,124220.828974224
"341",1801,129719.071194154
"342",1802,143261.84506329
"343",1803,155048.938175839
"344",1804,145965.477778816
"345",1805,136501.88313095
"346",1806,139991.347409482
"347",1807,126676.029033226
"348",1808,114872.858704147
"349",1809,114213.665923591
"350",1810,126945.578185152
"351",1811,93961.8631085104
"352",1812,94959.6954699171
"353",1813,159340.182181583
"354",1814,92501.0197084818
"355",1815,62166.6372712664
"356",1816,104214.289906159
"357",1817,103219.196299288
"358",1818,148371.740240221
"359",1819,137095.400915267
"360",1820,58871.8471180962
"361",1821,116899.054753512
"362",1822,143152.77821666
"363",1823,42634.4699067121
"364",1824,133548.284190949
"365",1825,141094.084024633
"366",1826,106172.679571963
"367",1827,109349.529482736
"368",1828,138437.164036453
"369",1829,123176.498712513
"370",1830,146509.002704697
"371",1831,140269.549151914
"372",1832,86206.2961033368
"373",1833,131903.483079105
"374",1834,119706.629342382
"375",1835,108396.862263301
"376",1836,132292.717239979
"377",1837,76547.1586531002
"378",1838,125040.230522674
"379",1839,111865.206912118
"380",1840,127223.247439472
"381",1841,144971.758171939
"382",1842,88143.2397065202
"383",1843,133397.103712447
"384",1844,146415.227896458
"385",1845,149873.287827524
"386",1846,144169.471429534
"387",1847,179962.722797443
"388",1848,55723.1945658829
"389",1849,105590.885607988
"390",1850,114846.340893186
"391",1851,151256.708724194
"392",1852,126400.252589644
"393",1853,122567.872602288
"394",1854,165398.266839926
"395",1855,143208.339596684
"396",1856,221772.563589358
"397",1857,137967.526077179
"398",1858,146916.622100927
"399",1859,121070.333646776
"400",1860,142543.550854883
"401",1861,120353.331988053
"402",1862,314143.554493608
"403",1863,295822.158502044
"404",1864,295840.293717971
"405",1865,344892.476533429
"406",1866,321687.721544839
"407",1867,228263.114065898
"408",1868,264289.524898665
"409",1869,206780.678078776
"410",1870,211887.097138609
"411",1871,241426.529012414
"412",1872,169906.768777916
"413",1873,258562.229872058
"414",1874,156713.373361778
"415",1875,202066.326126975
"416",1876,204520.357278757
"417",1877,204737.336617412
"418",1878,191726.863159873
"419",1879,126992.901452092
"420",1880,140684.219941062
"421",1881,246011.393873357
"422",1882,247791.001991425
"423",1883,188464.09345223
"424",1884,204954.833954881
"425",1885,230166.999712367
"426",1886,277778.529988527
"427",1887,205488.138779343
"428",1888,248785.452043982
"429",1889,168327.305211284
"430",1890,121232.502554302
"431",1891,141196.314322286
"432",1892,101184.214206836
"433",1893,111444.376702886
"434",1894,133274.99485912
"435",1895,131652.404764169
"436",1896,125577.202892606
"437",1897,108266.482125283
"438",1898,124421.027037951
"439",1899,174447.081947372
"440",1900,171005.964146306
"441",1901,170927.173658802
"442",1902,156542.965978326
"443",1903,240683.642144856
"444",1904,149542.932243981
"445",1905,200071.395715864
"446",1906,158392.028686322
"447",1907,218591.830503908
"448",1908,121072.345904929
"449",1909,141561.480866993
"450",1910,127194.080928181
"451",1911,238992.592848804
"452",1912,346779.539521856
"453",1913,143082.909777668
"454",1914,60411.2181364942
"455",1915,306688.678006144
"456",1916,59348.1506971082
"457",1917,233257.360182366
"458",1918,149499.768553892
"459",1919,173426.628112951
"460",1920,160155.692403812
"461",1921,361602.775166085
"462",1922,303411.500783389
"463",1923,243845.540899896
"464",1924,218918.22044123
"465",1925,199790.447680448
"466",1926,371279.700972952
"467",1927,132735.135767243
"468",1928,150689.756042938
"469",1929,126479.829580391
"470",1930,129322.600945533
"471",1931,150904.899067358
"472",1932,135615.358221152
"473",1933,240205.235918842
"474",1934,178651.951052889
"475",1935,167731.272744756
"476",1936,183617.208105919
"477",1937,181250.8613077
"478",1938,171501.952837953
"479",1939,248464.944241278
"480",1940,191806.985978182
"481",1941,171599.406661628
"482",1942,183303.615579396
"483",1943,231038.384618287
"484",1944,360837.31478746
"485",1945,393107.321350702
"486",1946,128811.656982185
"487",1947,215773.740906474
"488",1948,168608.430588139
"489",1949,241604.219058485
"490",1950,186981.114593595
"491",1951,251369.679433026
"492",1952,208986.364485282
"493",1953,165195.474268565
"494",1954,183463.013878783
"495",1955,138067.49969507
"496",1956,307979.567085724
"497",1957,163347.824987939
"498",1958,287995.377902696
"499",1959,153060.280253258
"500",1960,115963.946920034
"501",1961,128230.175631572
"502",1962,98867.3479836142
"503",1963,110123.346764956
"504",1964,103435.525484132
"505",1965,150257.325833587
"506",1966,134876.677307178
"507",1967,280105.133309614
"508",1968,432290.360274925
"509",1969,372499.588859848
"510",1970,443805.651271985
"511",1971,500437.112237314
"512",1972,381412.679817225
"513",1973,261680.229563409
"514",1974,336647.113992803
"515",1975,482381.382228009
"516",1976,268104.92774902
"517",1977,349133.349886927
"518",1978,374423.34287863
"519",1979,343566.610363042
"520",1980,198230.148923442
"521",1981,343784.44298362
"522",1982,222315.412610532
"523",1983,207259.448365086
"524",1984,176094.68632474
"525",1985,219448.264394886
"526",1986,205381.843180785
"527",1987,199715.071719112
"528",1988,172450.991672203
"529",1989,193945.661257932
"530",1990,209931.558953353
"531",1991,234504.559957344
"532",1992,206103.191973904
"533",1993,166077.729116784
"534",1994,221205.839636633
"535",1995,188169.103279545
"536",1996,250765.183101075
"537",1997,307952.644069252
"538",1998,306770.907773174
"539",1999,266495.526059839
"540",2000,329220.458264124
"541",2001,271023.232331722
"542",2002,229016.4375043
"543",2003,259866.925457609
"544",2004,282894.959048438
"545",2005,207632.902007605
"546",2006,223955.706392933
"547",2007,252248.511276969
"548",2008,210232.809708522
"549",2009,193460.480471333
"550",2010,187186.573641459
"551",2011,145622.002252478
"552",2012,168279.597980776
"553",2013,168060.678956638
"554",2014,173760.375650867
"555",2015,192027.17148285
"556",2016,191287.051529245
"557",2017,185475.96864905
"558",2018,130934.165130201
"559",2019,141379.576700511
"560",2020,110904.328303334
"561",2021,104521.366080976
"562",2022,180858.02161436
"563",2023,137560.50881491
"564",2024,268224.527332319
"565",2025,368614.344058389
"566",2026,175965.153376925
"567",2027,164659.606670012
"568",2028,165297.281167986
"569",2029,170922.731710164
"570",2030,274978.163859897
"571",2031,229836.454009961
"572",2032,256378.735027467
"573",2033,263652.699939293
"574",2034,172345.316683253
"575",2035,232050.363164517
"576",2036,199781.706883529
"577",2037,201048.361846131
"578",2038,340346.040228021
"579",2039,233654.847364163
"580",2040,292896.920292127
"581",2041,403838.126666794
"582",2042,219227.726322749
"583",2043,163878.185221682
"584",2044,171795.533150028
"585",2045,214910.389014501
"586",2046,156669.799699486
"587",2047,136709.091960478
"588",2048,150302.766541718
"589",2049,165161.705940233
"590",2050,167216.798958193
"591",2051,102901.088204932
"592",2052,116935.142252123
"593",2053,142964.440722608
"594",2054,100958.01754881
"595",2055,143611.25862945
"596",2056,145484.30032439
"597",2057,114551.434868569
"598",2058,199769.433104574
"599",2059,134082.324785084
"600",2060,168788.419171283
"601",2061,170174.57956116
"602",2062,126054.409584346
"603",2063,114234.191350976
"604",2064,134565.758698104
"605",2065,111621.052569947
"606",2066,166300.395588923
"607",2067,119125.650389342
"608",2068,165704.050483062
"609",2069,87960.5262756032
"610",2070,119869.027720805
"611",2071,106667.719668759
"612",2072,151527.896908322
"613",2073,127578.006564298
"614",2074,180378.684265202
"615",2075,158356.990461533
"616",2076,122709.999282037
"617",2077,141650.988751996
"618",2078,118772.154022478
"619",2079,135570.720597301
"620",2080,122100.319903238
"621",2081,126831.825842683
"622",2082,123021.600421301
"623",2083,142676.547721123
"624",2084,117481.693053399
"625",2085,125586.181570791
"626",2086,114784.844640644
"627",2087,123283.782135479
"628",2088,101381.798318561
"629",2089,85802.3620582337
"630",2090,129685.437244799
"631",2091,107724.433425667
"632",2092,117414.578387372
"633",2093,116963.749130258
"634",2094,112663.821207233
"635",2095,143334.752544443
"636",2096,84890.4643588314
"637",2097,104323.355517476
"638",2098,144766.527235072
"639",2099,61963.6645210464
"640",2100,75895.6040830122
"641",2101,107717.405677634
"642",2102,129753.874925076
"643",2103,102392.624073547
"644",2104,145338.295033611
"645",2105,123036.41798746
"646",2106,61983.971945375
"647",2107,194697.74477553
"648",2108,113940.811363588
"649",2109,110405.266056916
"650",2110,133504.519039212
"651",2111,141229.293450348
"652",2112,142525.506780434
"653",2113,117268.707889458
"654",2114,123857.387742241
"655",2115,161583.78157732
"656",2116,122474.88766743
"657",2117,155899.575897072
"658",2118,129090.388130996
"659",2119,120951.044083535
"660",2120,123952.180146901
"661",2121,90498.1214720218
"662",2122,116939.482214742
"663",2123,84798.5066171256
"664",2124,155612.879679248
"665",2125,126963.310750592
"666",2126,144196.671548838
"667",2127,162822.799231046
"668",2128,133169.831654553
"669",2129,96000.9344396724
"670",2130,124046.00826793
"671",2131,149729.493964071
"672",2132,113770.13572207
"673",2133,122744.007856711
"674",2134,117947.448974643
"675",2135,94785.9429012961
"676",2136,75702.8866667747
"677",2137,105131.81136061
"678",2138,123651.290848452
"679",2139,155399.032181288
"680",2140,142341.231322394
"681",2141,173471.984653164
"682",2142,124369.863891603
"683",2143,156278.837373224
"684",2144,104809.560425161
"685",2145,138080.589678837
"686",2146,183764.275844103
"687",2147,141912.991106502
"688",2148,138373.098994951
"689",2149,149651.673186071
"690",2150,247598.971950545
"691",2151,121771.482928741
"692",2152,174182.866309498
"693",2153,149529.835725997
"694",2154,104420.107879991
"695",2155,140343.703888159
"696",2156,259346.073442324
"697",2157,228117.792930286
"698",2158,230733.354562497
"699",2159,206683.084278997
"700",2160,185484.165209317
"701",2161,238894.34493438
"702",2162,390603.583111662
"703",2163,325055.355642455
"704",2164,249104.224128979
"705",2165,230902.688296583
"706",2166,164088.936982727
"707",2167,223094.220147702
"708",2168,195887.628101276
"709",2169,182148.34042802
"710",2170,216121.322019578
"711",2171,153577.006266811
"712",2172,135368.744927742
"713",2173,160663.323269364
"714",2174,233747.501541557
"715",2175,288964.454027655
"716",2176,297091.646234827
"717",2177,255420.987994828
"718",2178,211887.651483332
"719",2179,137827.835775809
"720",2180,217837.300907785
"721",2181,186178.905458513
"722",2182,217182.605888602
"723",2183,185758.893470307
"724",2184,113551.085072962
"725",2185,121098.886092262
"726",2186,143962.053638702
"727",2187,166789.124472916
"728",2188,154796.597057273
"729",2189,298173.767904974
"730",2190,78733.2042109713
"731",2191,83321.9513821386
"732",2192,89482.919867647
"733",2193,115221.488819492
"734",2194,99144.5770912411
"735",2195,102601.377046922
"736",2196,104806.535973366
"737",2197,120230.606293154
"738",2198,164357.832061466
"739",2199,181063.918926634
"740",2200,157338.579980212
"741",2201,157780.365031486
"742",2202,211929.380632575
"743",2203,154729.768796607
"744",2204,175897.035293217
"745",2205,127873.145092322
"746",2206,135390.839323082
"747",2207,209099.433607449
"748",2208,279164.86373285
"749",2209,234032.488336128
"750",2210,126635.955381224
"751",2211,122378.804973802
"752",2212,127499.66716966
"753",2213,106232.001278789
"754",2214,124555.081028882
"755",2215,105517.610541727
"756",2216,146600.330316391
"757",2217,54784.4030452473
"758",2218,67501.9973287705
"759",2219,65326.7132895509
"760",2220,66159.6895874592
"761",2221,308942.383148598
"762",2222,274735.070088161
"763",2223,250972.253294558
"764",2224,210004.497435295
"765",2225,124938.301910464
"766",2226,190666.355009754
"767",2227,200221.645960564
"768",2228,251372.695646569
"769",2229,252301.533919214
"770",2230,152118.554466112
"771",2231,203448.04934727
"772",2232,184786.88998102
"773",2233,169408.856292081
"774",2234,227524.393760939
"775",2235,210597.426497301
"776",2236,260155.352188609
"777",2237,296783.335844894
"778",2238,182397.648152735
"779",2239,114828.215709298
"780",2240,147030.200461965
"781",2241,142988.467544021
"782",2242,110213.386618364
"783",2243,121916.645276114
"784",2244,97244.7759574912
"785",2245,99705.8699838473
"786",2246,138563.826627973
"787",2247,102507.072231515
"788",2248,123193.716767576
"789",2249,120823.866370521
"790",2250,123953.284154433
"791",2251,101719.804187643
"792",2252,180229.039031003
"793",2253,155936.792053565
"794",2254,181180.873518425
"795",2255,191487.550552332
"796",2256,169882.015877031
"797",2257,220672.737528288
"798",2258,161603.377237867
"799",2259,188762.598885662
"800",2260,143606.476601546
"801",2261,201191.167137982
"802",2262,230507.600140442
"803",2263,367098.765189163
"804",2264,488101.661824325
"805",2265,169926.404137337
"806",2266,308334.475725795
"807",2267,389654.837306948
"808",2268,285572.196099661
"809",2269,152577.141207242
"810",2270,185444.658661403
"811",2271,214853.803993654
"812",2272,199580.021540679
"813",2273,152555.096821796
"814",2274,178955.021024088
"815",2275,168744.527941443
"816",2276,198129.183814819
"817",2277,195244.358924045
"818",2278,150222.963526532
"819",2279,133302.906612911
"820",2280,119801.749917164
"821",2281,164079.080171974
"822",2282,176045.112268418
"823",2283,107266.352839737
"824",2284,117895.776030332
"825",2285,139140.954072129
"826",2286,124112.075702424
"827",2287,370971.002995355
"828",2288,277317.285070171
"829",2289,384069.756595351
"830",2290,503870.179792906
"831",2291,343479.384531567
"832",2292,415787.705354319
"833",2293,511026.59611164
"834",2294,450701.772395025
"835",2295,506493.81929536
"836",2296,306193.516023902
"837",2297,346358.462647289
"838",2298,334542.64956421
"839",2299,407631.264908759
"840",2300,328304.913457202
"841",2301,302481.63616226
"842",2302,251146.243144451
"843",2303,261312.292342234
"844",2304,262666.163360268
"845",2305,201323.930933555
"846",2306,191698.582086972
"847",2307,202444.293496869
"848",2308,218877.692287169
"849",2309,279640.086098362
"850",2310,216019.46102997
"851",2311,213664.678518233
"852",2312,167517.502594232
"853",2313,166411.515809164
"854",2314,171446.416555698
"855",2315,182900.543786566
"856",2316,190628.84320141
"857",2317,181714.759240553
"858",2318,175633.120490663
"859",2319,180333.233700029
"860",2320,189345.868816526
"861",2321,237916.743837416
"862",2322,190016.986795244
"863",2323,183581.490335937
"864",2324,171578.763631961
"865",2325,216078.410276341
"866",2326,169398.475294062
"867",2327,205551.001866099
"868",2328,212770.88018382
"869",2329,196548.095844029
"870",2330,188895.831376601
"871",2331,343915.951364021
"872",2332,416630.057064528
"873",2333,328061.183027316
"874",2334,254963.753706915
"875",2335,264866.379909486
"876",2336,297511.575311668
"877",2337,203709.308542196
"878",2338,262075.083537646
"879",2339,216721.185315397
"880",2340,399172.643944993
"881",2341,213346.300373239
"882",2342,233017.803193073
"883",2343,237279.314796044
"884",2344,212487.305353627
"885",2345,241378.090254351
"886",2346,217988.656106055
"887",2347,206093.094462908
"888",2348,237323.173106276
"889",2349,181202.818394512
"890",2350,311233.394315573
"891",2351,269560.095982672
"892",2352,254017.056853144
"893",2353,249982.399676051
"894",2354,145171.548023484
"895",2355,147611.17024396
"896",2356,152638.916757355
"897",2357,191721.755581019
"898",2358,181829.836206688
"899",2359,139536.266519777
"900",2360,118012.443517286
"901",2361,141166.985647127
"902",2362,293120.001826707
"903",2363,134071.427947027
"904",2364,164573.251558839
"905",2365,223746.399784439
"906",2366,201609.852769842
"907",2367,235023.38708878
"908",2368,216643.206687501
"909",2369,221728.503758069
"910",2370,176686.051519868
"911",2371,160967.014178603
"912",2372,198074.062952214
"913",2373,268145.354911917
"914",2374,308105.474212342
"915",2375,241266.149653205
"916",2376,293641.823283286
"917",2377,372700.080714229
"918",2378,133300.611488237
"919",2379,209114.786616314
"920",2380,146259.549391392
"921",2381,161136.556306731
"922",2382,192188.839317756
"923",2383,211512.972413549
"924",2384,246602.678034538
"925",2385,169293.135951772
"926",2386,126346.40962251
"927",2387,139587.05330677
"928",2388,103917.652973401
"929",2389,118200.921983514
"930",2390,149718.330494008
"931",2391,152110.042254771
"932",2392,122001.331192685
"933",2393,161905.975486974
"934",2394,140320.231696717
"935",2395,201765.046958722
"936",2396,146474.135153994
"937",2397,206895.123476718
"938",2398,131382.494692968
"939",2399,69870.5098203887
"940",2400,71228.7402402495
"941",2401,124728.505871094
"942",2402,126704.443283509
"943",2403,161200.480806221
"944",2404,145074.977276444
"945",2405,158381.322562883
"946",2406,142763.225175661
"947",2407,132897.318906314
"948",2408,156365.333931982
"949",2409,130501.506360728
"950",2410,169507.303307344
"951",2411,113134.773462171
"952",2412,150599.481951811
"953",2413,126712.759428686
"954",2414,209877.711133977
"955",2415,148991.046329604
"956",2416,125824.927989606
"957",2417,132663.23257439
"958",2418,137952.460860177
"959",2419,132697.739800257
"960",2420,117499.69987914
"961",2421,139211.072317527
"962",2422,104106.026339854
"963",2423,107178.952927831
"964",2424,171732.595755289
"965",2425,200978.92295379
"966",2426,123347.981545368
"967",2427,123082.040270945
"968",2428,167379.023548597
"969",2429,117674.860023727
"970",2430,131243.893078984
"971",2431,108396.75522946
"972",2432,144903.977782237
"973",2433,136126.610914795
"974",2434,125360.301111779
"975",2435,142852.591332835
"976",2436,103370.352911954
"977",2437,114590.060865504
"978",2438,127973.494955544
"979",2439,104134.425130058
"980",2440,121726.530542743
"981",2441,93136.2759681545
"982",2442,108897.1668309
"983",2443,125362.943289291
"984",2444,128095.04951831
"985",2445,88330.7065790973
"986",2446,128974.025585298
"987",2447,167303.75980853
"988",2448,127280.488206396
"989",2449,115152.70251192
"990",2450,145099.885246336
"991",2451,132363.879011457
"992",2452,188582.075914235
"993",2453,95784.3924010008
"994",2454,111903.028962038
"995",2455,111360.932359657
"996",2456,122371.331848544
"997",2457,125442.491715952
"998",2458,127838.647391718
"999",2459,114219.687891966
"1000",2460,142449.339178615
"1001",2461,128659.225383969
"1002",2462,143140.589815018
"1003",2463,129268.845314258
"1004",2464,174493.158785851
"1005",2465,145374.103430838
"1006",2466,113621.374408963
"1007",2467,122063.278192707
"1008",2468,80109.1536306246
"1009",2469,80973.3648725116
"1010",2470,183647.567328124
"1011",2471,263057.195027688
"1012",2472,167534.796388119
"1013",2473,109225.718975438
"1014",2474,71097.8349355687
"1015",2475,223745.823954424
"1016",2476,120717.697677316
"1017",2477,125565.698396661
"1018",2478,148708.513128768
"1019",2479,101210.85242599
"1020",2480,155351.941092194
"1021",2481,114972.214955906
"1022",2482,130713.159819758
"1023",2483,112974.634180205
"1024",2484,118837.008361341
"1025",2485,128272.140600867
"1026",2486,156998.784535121
"1027",2487,154685.058362124
"1028",2488,157924.779185636
"1029",2489,146066.371000967
"1030",2490,132123.863178755
"1031",2491,91921.6809260392
"1032",2492,191486.176256447
"1033",2493,138971.243214074
"1034",2494,138733.664835077
"1035",2495,87083.2609592766
"1036",2496,224186.635001125
"1037",2497,151882.726707748
"1038",2498,110469.542347519
"1039",2499,87269.9360283524
"1040",2500,158743.969827313
"1041",2501,132265.965503074
"1042",2502,134960.943098594
"1043",2503,97021.3073276946
"1044",2504,165437.445215568
"1045",2505,217150.412928038
"1046",2506,255109.207289146
"1047",2507,293976.004406127
"1048",2508,255301.036039529
"1049",2509,208431.122715395
"1050",2510,219778.9939441
"1051",2511,175489.700839987
"1052",2512,210920.845699044
"1053",2513,219117.255331522
"1054",2514,263898.397956582
"1055",2515,154783.210596307
"1056",2516,170525.579363977
"1057",2517,157355.631457731
"1058",2518,154624.142346523
"1059",2519,238098.344949632
"1060",2520,222831.440965899
"1061",2521,185532.16315677
"1062",2522,222213.397510662
"1063",2523,112966.976688124
"1064",2524,128378.474977718
