"","Id","Upload_Gam4"
"177",1637,206976.485342691
"178",1638,182912.968127761
"179",1639,191399.101620948
"180",1640,256106.466236015
"181",1641,181811.077919627
"182",1642,259070.317155797
"183",1643,225471.22868263
"184",1644,235499.702047153
"185",1645,202012.430068519
"186",1646,164056.521289925
"187",1647,155359.485020532
"188",1648,132800.300164846
"189",1649,146672.956091975
"190",1650,122336.036173306
"191",1651,128402.106231154
"192",1652,97819.1468646243
"193",1653,101852.466704762
"194",1654,151923.469211788
"195",1655,134104.577408555
"196",1656,140537.162000499
"197",1657,152697.704208156
"198",1658,150163.142168212
"199",1659,128747.806226064
"200",1660,157102.707955434
"201",1661,433852.339802218
"202",1662,427645.914208353
"203",1663,371824.106808158
"204",1664,347949.457658836
"205",1665,308653.116749932
"206",1666,318064.391163473
"207",1667,371444.993729025
"208",1668,332919.460821477
"209",1669,292635.842083693
"210",1670,338552.526763175
"211",1671,265673.70762273
"212",1672,430712.68375982
"213",1673,293017.305918295
"214",1674,257788.012610268
"215",1675,188815.03174685
"216",1676,192299.664940144
"217",1677,214805.667832746
"218",1678,477481.986566732
"219",1679,388039.782285803
"220",1680,337597.023869044
"221",1681,246767.883414791
"222",1682,298601.750559715
"223",1683,198668.529199247
"224",1684,169207.23787931
"225",1685,170600.108863905
"226",1686,168277.293265869
"227",1687,166763.651216269
"228",1688,190683.926337146
"229",1689,191488.823553179
"230",1690,191518.374890853
"231",1691,182986.790475532
"232",1692,245424.123795383
"233",1693,150665.805044406
"234",1694,182505.512604892
"235",1695,165516.003936115
"236",1696,269648.401885666
"237",1697,172265.516271685
"238",1698,344795.196362056
"239",1699,316868.145480099
"240",1700,252806.266034092
"241",1701,277320.56491625
"242",1702,253018.831556674
"243",1703,247955.495959767
"244",1704,274094.49274065
"245",1705,219786.165664354
"246",1706,292207.967386451
"247",1707,212477.62104504
"248",1708,206822.214414834
"249",1709,266708.678735804
"250",1710,225744.635430515
"251",1711,261491.274915741
"252",1712,271902.799983897
"253",1713,278553.878230733
"254",1714,231456.575834212
"255",1715,216046.392733054
"256",1716,180980.43854783
"257",1717,180075.302309742
"258",1718,141363.964159435
"259",1719,206658.425991355
"260",1720,230611.92903949
"261",1721,161690.079418159
"262",1722,127013.876005099
"263",1723,154348.666257332
"264",1724,207405.02573667
"265",1725,247433.536662387
"266",1726,176966.461134261
"267",1727,158162.00042126
"268",1728,177689.032628953
"269",1729,160698.543809927
"270",1730,166352.631891997
"271",1731,120918.236411322
"272",1732,129084.764717242
"273",1733,114597.089365602
"274",1734,116847.092126731
"275",1735,132352.977700882
"276",1736,112834.913996591
"277",1737,329258.816337105
"278",1738,234681.990593135
"279",1739,278540.13302934
"280",1740,226900.160015715
"281",1741,193159.375382777
"282",1742,179720.909936332
"283",1743,185727.399363686
"284",1744,455836.167526861
"285",1745,211275.731589936
"286",1746,211139.056991398
"287",1747,220416.090725485
"288",1748,245361.895905578
"289",1749,142183.261052107
"290",1750,123188.377308292
"291",1751,237917.783258829
"292",1752,120574.317277819
"293",1753,155267.440155359
"294",1754,190654.351513422
"295",1755,153611.734963914
"296",1756,134666.397442891
"297",1757,122501.720784387
"298",1758,139560.882997966
"299",1759,148498.951894021
"300",1760,169692.964280177
"301",1761,133892.767961344
"302",1762,175356.0559831
"303",1763,192152.819927426
"304",1764,126053.488938357
"305",1765,158864.310578396
"306",1766,170736.851299043
"307",1767,212878.738388521
"308",1768,145601.360009947
"309",1769,167837.327170127
"310",1770,153028.034832625
"311",1771,119399.947987968
"312",1772,142237.073829239
"313",1773,118792.266610208
"314",1774,164006.065231774
"315",1775,154122.908541373
"316",1776,117566.711457028
"317",1777,104768.234384433
"318",1778,146856.054011457
"319",1779,116750.24739927
"320",1780,174526.734065483
"321",1781,128888.378175174
"322",1782,95978.3799871389
"323",1783,139722.376212404
"324",1784,103964.355548099
"325",1785,126893.986666596
"326",1786,122268.228731267
"327",1787,160884.652197088
"328",1788,66940.8817356649
"329",1789,102227.347424896
"330",1790,82080.2509819525
"331",1791,200422.759038776
"332",1792,157605.412885175
"333",1793,125274.229359259
"334",1794,160178.129508499
"335",1795,135814.102248122
"336",1796,134705.906165024
"337",1797,116595.837537142
"338",1798,125667.848171148
"339",1799,115551.269532073
"340",1800,124606.958343377
"341",1801,130926.931698799
"342",1802,132506.122496229
"343",1803,156140.67676226
"344",1804,145368.688255641
"345",1805,135536.108527628
"346",1806,139892.921216029
"347",1807,122410.976134807
"348",1808,115315.416957924
"349",1809,115734.96613054
"350",1810,127449.213875032
"351",1811,91781.3373294354
"352",1812,96893.1544959722
"353",1813,159637.275865388
"354",1814,92816.2229015751
"355",1815,62761.5720889388
"356",1816,103829.27446864
"357",1817,104619.821705281
"358",1818,150376.482163495
"359",1819,136861.521416586
"360",1820,59926.2893913068
"361",1821,107956.328270184
"362",1822,143723.190476897
"363",1823,43974.4046083694
"364",1824,133357.494822048
"365",1825,140840.85304853
"366",1826,105974.408488863
"367",1827,109102.348828008
"368",1828,138304.204484621
"369",1829,123878.995861719
"370",1830,147566.308138366
"371",1831,140892.684245838
"372",1832,84830.3409356452
"373",1833,132756.762312694
"374",1834,120356.038838613
"375",1835,111780.503301812
"376",1836,133319.668618109
"377",1837,76897.2962482965
"378",1838,125050.415789204
"379",1839,111167.211943091
"380",1840,127947.189483504
"381",1841,137339.881251728
"382",1842,89202.9952648975
"383",1843,133041.644079403
"384",1844,144966.144596809
"385",1845,143079.1555323
"386",1846,143306.603329967
"387",1847,180947.113700789
"388",1848,56719.4509612261
"389",1849,105357.173542984
"390",1850,114470.700670717
"391",1851,150162.199102349
"392",1852,125246.579700503
"393",1853,122513.849523829
"394",1854,164844.946905445
"395",1855,142458.744848868
"396",1856,221643.956642246
"397",1857,139269.335658375
"398",1858,142415.738895678
"399",1859,116103.111221063
"400",1860,136352.374043234
"401",1861,115385.716473396
"402",1862,302255.590860011
"403",1863,285339.886402006
"404",1864,285356.928556923
"405",1865,341388.833902296
"406",1866,319186.744796928
"407",1867,226140.040403896
"408",1868,263314.707765167
"409",1869,205138.628498583
"410",1870,210445.202720076
"411",1871,239001.50126817
"412",1872,168877.3276734
"413",1873,257187.568365899
"414",1874,155885.2045919
"415",1875,201796.898282145
"416",1876,204480.240010397
"417",1877,204341.639806663
"418",1878,190748.016886586
"419",1879,126488.934889296
"420",1880,140406.352961127
"421",1881,246222.537219528
"422",1882,247318.806022887
"423",1883,188411.048481919
"424",1884,205127.082285206
"425",1885,228627.53975646
"426",1886,276384.535522915
"427",1887,204274.697363248
"428",1888,247328.649685763
"429",1889,167193.45461292
"430",1890,121093.681198247
"431",1891,140457.116585332
"432",1892,100847.42277751
"433",1893,111258.516717853
"434",1894,128403.837681403
"435",1895,130974.716289817
"436",1896,124628.595630976
"437",1897,110073.340005441
"438",1898,125610.514692707
"439",1899,173101.708293355
"440",1900,169108.104020354
"441",1901,170612.23719858
"442",1902,156446.019832762
"443",1903,230008.804751369
"444",1904,149116.69484863
"445",1905,199622.605077918
"446",1906,158691.610145787
"447",1907,218601.317856458
"448",1908,120289.706602651
"449",1909,141455.214922085
"450",1910,126720.771544098
"451",1911,238593.591473369
"452",1912,347151.422616644
"453",1913,136666.929667731
"454",1914,60849.3874046757
"455",1915,304606.954985321
"456",1916,59999.2800311934
"457",1917,233558.82811612
"458",1918,148639.320285533
"459",1919,173345.350979057
"460",1920,162081.364038616
"461",1921,360843.397078654
"462",1922,302187.5880478
"463",1923,243457.993560032
"464",1924,217196.251821196
"465",1925,200596.181231576
"466",1926,369632.326691895
"467",1927,132769.266149105
"468",1928,151341.941066095
"469",1929,126023.919944361
"470",1930,129121.932065089
"471",1931,150533.495918318
"472",1932,136318.032348768
"473",1933,240496.659074721
"474",1934,178613.739698642
"475",1935,167289.134960347
"476",1936,184036.446524169
"477",1937,181120.803385454
"478",1938,172430.133850241
"479",1939,247727.618339278
"480",1940,191663.848454842
"481",1941,171785.317232411
"482",1942,184450.40626557
"483",1943,230130.892371532
"484",1944,362696.701566093
"485",1945,391338.849299682
"486",1946,129658.577029916
"487",1947,213500.661029188
"488",1948,168921.083277258
"489",1949,241388.860849189
"490",1950,186485.278034315
"491",1951,252097.548442657
"492",1952,208971.572050043
"493",1953,164648.356893635
"494",1954,183507.450582176
"495",1955,138222.199859789
"496",1956,310402.811020416
"497",1957,163275.069651612
"498",1958,288682.502869318
"499",1959,147303.39018977
"500",1960,116284.889540429
"501",1961,128525.234474922
"502",1962,98474.5467281187
"503",1963,109281.813456158
"504",1964,103707.120307031
"505",1965,151192.534560328
"506",1966,134700.401958935
"507",1967,279737.17041728
"508",1968,435331.658579393
"509",1969,371935.551920943
"510",1970,447823.941058533
"511",1971,500000
"512",1972,382951.970537657
"513",1973,261858.984602471
"514",1974,338619.966976464
"515",1975,483922.209114358
"516",1976,267224.489035878
"517",1977,352518.349887087
"518",1978,377114.597696897
"519",1979,343558.747676843
"520",1980,197823.74922635
"521",1981,343362.231733831
"522",1982,221604.236791587
"523",1983,206316.924351653
"524",1984,176564.857740871
"525",1985,219488.914347513
"526",1986,206244.102573636
"527",1987,197881.578695614
"528",1988,172131.822470049
"529",1989,193529.22333445
"530",1990,210146.423802102
"531",1991,233443.748732161
"532",1992,206156.311895085
"533",1993,165501.115524151
"534",1994,222853.899591917
"535",1995,187715.234633528
"536",1996,249795.54244814
"537",1997,306171.682596483
"538",1998,305659.781732278
"539",1999,265583.552694816
"540",2000,327688.413612261
"541",2001,270839.036916678
"542",2002,229504.855860385
"543",2003,259599.628792312
"544",2004,282268.830637833
"545",2005,206931.113408829
"546",2006,222780.030960065
"547",2007,251446.09026732
"548",2008,209505.413515763
"549",2009,194855.830933314
"550",2010,187683.858278289
"551",2011,147375.603868326
"552",2012,167885.295995605
"553",2013,168981.587713181
"554",2014,174817.175066676
"555",2015,192198.700023649
"556",2016,192755.349066958
"557",2017,186235.981825876
"558",2018,131057.414162582
"559",2019,140779.227930372
"560",2020,111776.508374104
"561",2021,104763.544594411
"562",2022,180838.748935394
"563",2023,138805.641587595
"564",2024,270230.968618257
"565",2025,368471.271460163
"566",2026,176192.635691656
"567",2027,165279.456599495
"568",2028,165859.884954996
"569",2029,171971.024535072
"570",2030,274670.589708422
"571",2031,228395.144796391
"572",2032,255456.647174939
"573",2033,263185.558543938
"574",2034,172654.762948234
"575",2035,232424.161573025
"576",2036,200050.035920934
"577",2037,201371.534442316
"578",2038,342312.432751327
"579",2039,231290.01758175
"580",2040,295966.293504606
"581",2041,400576.545499325
"582",2042,219272.787296318
"583",2043,164025.074425334
"584",2044,172622.657722498
"585",2045,213555.336080075
"586",2046,150312.7918095
"587",2047,137702.182889432
"588",2048,150207.035385296
"589",2049,159063.401876348
"590",2050,167539.64463703
"591",2051,103073.202754926
"592",2052,117492.398788766
"593",2053,142955.575684235
"594",2054,100842.561414343
"595",2055,145439.607792743
"596",2056,145126.510281312
"597",2057,114977.760348629
"598",2058,200487.216561387
"599",2059,134540.451050668
"600",2060,170109.517688017
"601",2061,170423.079176495
"602",2062,126373.600657189
"603",2063,114025.078468973
"604",2064,135145.345882234
"605",2065,112270.414779811
"606",2066,167232.859213658
"607",2067,119783.968196941
"608",2068,159801.416271832
"609",2069,88543.8678332345
"610",2070,119982.525172346
"611",2071,106443.800412016
"612",2072,152402.380786572
"613",2073,127498.457949903
"614",2074,179420.067213325
"615",2075,158461.61724646
"616",2076,122307.464603959
"617",2077,141962.87907486
"618",2078,119123.574940097
"619",2079,136079.265212283
"620",2080,122135.030876699
"621",2081,127264.629939474
"622",2082,120520.710712204
"623",2083,143611.628562051
"624",2084,117309.901880578
"625",2085,125879.422634739
"626",2086,115591.126274073
"627",2087,124239.306034642
"628",2088,102990.714285507
"629",2089,85980.8851674383
"630",2090,130486.533536105
"631",2091,102606.648126704
"632",2092,118619.789128137
"633",2093,119498.667648109
"634",2094,113301.394587504
"635",2095,136790.511340059
"636",2096,85601.2293193238
"637",2097,105530.372867612
"638",2098,145428.475979327
"639",2099,62557.0874891417
"640",2100,77957.7669380333
"641",2101,104991.274765079
"642",2102,130236.444180701
"643",2103,102769.950451482
"644",2104,141390.706424536
"645",2105,124946.652340114
"646",2106,63642.1523207722
"647",2107,197371.49921141
"648",2108,114079.111239739
"649",2109,111235.573478482
"650",2110,132736.432041575
"651",2111,141422.591600874
"652",2112,143076.489602124
"653",2113,117397.855437684
"654",2114,123745.768121425
"655",2115,161321.469802969
"656",2116,122273.795423232
"657",2117,155866.581524648
"658",2118,122287.859110572
"659",2119,120316.626611831
"660",2120,124098.728678295
"661",2121,90526.8536542433
"662",2122,116924.184876405
"663",2123,84502.0994871665
"664",2124,155863.910501807
"665",2125,129489.995981189
"666",2126,145094.260200302
"667",2127,166004.679129308
"668",2128,134002.426849282
"669",2129,95614.9558867599
"670",2130,124407.077760588
"671",2131,131132.158584461
"672",2132,114608.096968601
"673",2133,122226.812700133
"674",2134,117469.865771993
"675",2135,94706.8973514636
"676",2136,73967.3255181991
"677",2137,106193.908968137
"678",2138,124569.550817143
"679",2139,155064.831679297
"680",2140,143018.534377701
"681",2141,171169.343948104
"682",2142,124603.99495641
"683",2143,156561.754570906
"684",2144,105920.523101674
"685",2145,138157.868821796
"686",2146,182954.001932835
"687",2147,142816.950502053
"688",2148,138932.924373423
"689",2149,148919.23215198
"690",2150,246422.484792847
"691",2151,120500.859385586
"692",2152,175185.020286602
"693",2153,149416.400830197
"694",2154,105352.208529541
"695",2155,139709.932802941
"696",2156,263538.218090792
"697",2157,228178.16906125
"698",2158,231452.240351456
"699",2159,207364.523636618
"700",2160,183758.272482198
"701",2161,237728.10157312
"702",2162,395787.555645152
"703",2163,323193.310691302
"704",2164,248108.851107584
"705",2165,230263.115391951
"706",2166,163711.621279816
"707",2167,221986.975348088
"708",2168,197212.83068604
"709",2169,182388.641899628
"710",2170,217062.369616761
"711",2171,153919.422634614
"712",2172,135325.892212768
"713",2173,161500.257509205
"714",2174,234636.243218036
"715",2175,287665.629871856
"716",2176,295650.622513953
"717",2177,256316.904999155
"718",2178,210990.500685799
"719",2179,137742.983039028
"720",2180,209161.217609736
"721",2181,186076.86590767
"722",2182,217242.999214405
"723",2183,185472.345699599
"724",2184,113475.695428704
"725",2185,120482.96783662
"726",2186,142789.12117271
"727",2187,165127.232795329
"728",2188,153819.786620855
"729",2189,305441.125584606
"730",2190,76340.0943353942
"731",2191,80402.8864419311
"732",2192,90558.9154598221
"733",2193,115821.876218302
"734",2194,99200.8026989288
"735",2195,102549.599258394
"736",2196,104896.367122958
"737",2197,120659.946291051
"738",2198,165973.310832178
"739",2199,175799.368611563
"740",2200,156741.911325724
"741",2201,157728.380757656
"742",2202,209614.147840805
"743",2203,155547.842174745
"744",2204,176688.06848124
"745",2205,129024.773905422
"746",2206,136198.962069723
"747",2207,209013.809657343
"748",2208,279405.883681897
"749",2209,234760.961757919
"750",2210,125901.741787551
"751",2211,121810.390592034
"752",2212,126762.094544044
"753",2213,106987.838373955
"754",2214,124385.761373398
"755",2215,105273.150747544
"756",2216,147926.511017769
"757",2217,54731.8675816432
"758",2218,68853.9988244052
"759",2219,67039.459977416
"760",2220,66522.8192666483
"761",2221,307633.209483867
"762",2222,274900.546693792
"763",2223,254218.849535635
"764",2224,210720.185474825
"765",2225,121030.805312603
"766",2226,192786.699370481
"767",2227,200293.744304488
"768",2228,251076.057066878
"769",2229,251155.084041633
"770",2230,152545.764550571
"771",2231,203172.173445092
"772",2232,184686.360368941
"773",2233,168682.08002624
"774",2234,226110.909690625
"775",2235,211922.519412513
"776",2236,259685.312086027
"777",2237,297303.000839549
"778",2238,174444.926368312
"779",2239,116647.155797593
"780",2240,148340.056812418
"781",2241,144796.579978902
"782",2242,109788.365597844
"783",2243,121511.42275723
"784",2244,96853.6630091815
"785",2245,99097.1478058091
"786",2246,139428.730995153
"787",2247,102193.175754835
"788",2248,123021.517585765
"789",2249,121073.89260252
"790",2250,124445.751567144
"791",2251,102796.704989545
"792",2252,181124.417662945
"793",2253,155757.588223057
"794",2254,181146.871739605
"795",2255,192487.46500069
"796",2256,170378.598358105
"797",2257,222885.053237841
"798",2258,161493.620253148
"799",2259,188745.296767149
"800",2260,143722.021038577
"801",2261,201540.825412054
"802",2262,230132.885754013
"803",2263,371155.995379969
"804",2264,493475.791560051
"805",2265,171338.357833147
"806",2266,308298.474367755
"807",2267,391921.867437944
"808",2268,282225.7619791
"809",2269,153527.430050702
"810",2270,184472.946501856
"811",2271,215443.72230064
"812",2272,200591.27702878
"813",2273,152646.802726138
"814",2274,178940.024558408
"815",2275,168823.615503419
"816",2276,196661.526194392
"817",2277,196643.18618346
"818",2278,151449.327425904
"819",2279,133716.810673727
"820",2280,119935.736866741
"821",2281,164547.870262499
"822",2282,176853.383344863
"823",2283,107096.630288513
"824",2284,117981.557233099
"825",2285,139080.516767075
"826",2286,124587.598070821
"827",2287,369889.587539405
"828",2288,276715.103799456
"829",2289,385272.168708003
"830",2290,500000
"831",2291,345987.202616381
"832",2292,415734.952223694
"833",2293,500000
"834",2294,453741.467893439
"835",2295,500000
"836",2296,306998.115604683
"837",2297,347058.141983902
"838",2298,333867.260024457
"839",2299,413904.896844877
"840",2300,331077.781487306
"841",2301,302382.509150293
"842",2302,252863.007599217
"843",2303,262619.663496356
"844",2304,263469.843689033
"845",2305,201206.932238861
"846",2306,192010.700361563
"847",2307,203242.534981333
"848",2308,218504.519533232
"849",2309,279657.704480507
"850",2310,215044.947537169
"851",2311,214168.087432964
"852",2312,168398.279441417
"853",2313,166885.825661976
"854",2314,171617.322069189
"855",2315,182508.086828306
"856",2316,190796.660219889
"857",2317,182445.876088541
"858",2318,175992.905675484
"859",2319,180132.876704192
"860",2320,188686.298707315
"861",2321,238334.381930956
"862",2322,189030.23135148
"863",2323,183075.112658217
"864",2324,171245.759794719
"865",2325,215373.325106035
"866",2326,168691.068556441
"867",2327,206259.60972073
"868",2328,213461.961459618
"869",2329,197419.975989962
"870",2330,189143.695167624
"871",2331,345718.421843427
"872",2332,419537.179516072
"873",2333,329453.524594081
"874",2334,255702.819330803
"875",2335,264877.429011596
"876",2336,298201.248023178
"877",2337,203987.98076402
"878",2338,261890.702473366
"879",2339,216360.469803886
"880",2340,398739.685008289
"881",2341,213401.678590545
"882",2342,233691.497879566
"883",2343,237540.526561501
"884",2344,214500.779726907
"885",2345,242744.3860703
"886",2346,217412.788513433
"887",2347,206060.173364493
"888",2348,237699.56744822
"889",2349,182657.372425159
"890",2350,311593.967595821
"891",2351,268813.113700551
"892",2352,253935.910244028
"893",2353,252802.98776008
"894",2354,146307.388005546
"895",2355,148800.408376395
"896",2356,153891.346081689
"897",2357,192603.971326146
"898",2358,183680.044943904
"899",2359,139913.547705701
"900",2360,118372.758065018
"901",2361,141683.219111353
"902",2362,296262.655257911
"903",2363,134647.514236327
"904",2364,164435.136633669
"905",2365,223710.17467426
"906",2366,201426.409109159
"907",2367,236062.056938706
"908",2368,216671.886572151
"909",2369,222382.55162847
"910",2370,177387.937404107
"911",2371,162182.682473664
"912",2372,198516.293356771
"913",2373,269474.7294853
"914",2374,313566.343890447
"915",2375,240858.554115386
"916",2376,299237.835740904
"917",2377,376190.791878317
"918",2378,133524.582902515
"919",2379,211692.088250256
"920",2380,145862.447509735
"921",2381,161915.457756544
"922",2382,191942.817060262
"923",2383,210764.726420374
"924",2384,247275.928888309
"925",2385,168388.041806178
"926",2386,126502.820952619
"927",2387,140505.059824446
"928",2388,100222.356923457
"929",2389,118042.713490414
"930",2390,150016.460469335
"931",2391,151237.444846646
"932",2392,122194.692319954
"933",2393,161221.980909041
"934",2394,140519.215574553
"935",2395,203410.654563256
"936",2396,146887.934072097
"937",2397,207743.314443082
"938",2398,131599.430450564
"939",2399,71406.3003109176
"940",2400,72448.019932144
"941",2401,124217.472380945
"942",2402,127169.728398305
"943",2403,155347.089643688
"944",2404,145189.949055389
"945",2405,158927.464075427
"946",2406,143018.799378133
"947",2407,133433.410357955
"948",2408,156851.120893562
"949",2409,130891.279172344
"950",2410,170781.792050991
"951",2411,113611.913549491
"952",2412,151301.479297037
"953",2413,127749.831783001
"954",2414,209947.783836592
"955",2415,143569.010900255
"956",2416,125979.239935507
"957",2417,132826.778556647
"958",2418,138229.248734029
"959",2419,134423.964027612
"960",2420,117445.315641787
"961",2421,140088.651173867
"962",2422,104827.131586963
"963",2423,109777.161529801
"964",2424,156654.393543709
"965",2425,207312.990291997
"966",2426,124715.091636828
"967",2427,125187.309096938
"968",2428,167780.504285383
"969",2429,117768.776487405
"970",2430,131096.213877873
"971",2431,108901.627387716
"972",2432,145472.024010867
"973",2433,136450.502401096
"974",2434,126339.138955059
"975",2435,143725.515138039
"976",2436,103632.207565653
"977",2437,114760.733680026
"978",2438,128159.331684199
"979",2439,104997.38313699
"980",2440,122775.391405081
"981",2441,94136.9667997022
"982",2442,109130.561315346
"983",2443,125280.864180488
"984",2444,128532.919402543
"985",2445,89688.9534693698
"986",2446,131333.927058378
"987",2447,168955.374441825
"988",2448,128438.749690128
"989",2449,115992.223492938
"990",2450,146794.454448841
"991",2451,132675.619409167
"992",2452,191352.581014479
"993",2453,96262.5947950381
"994",2454,112351.989695578
"995",2455,111174.482237066
"996",2456,123420.396183519
"997",2457,125692.348242014
"998",2458,127285.851554616
"999",2459,113931.232288855
"1000",2460,142316.53608863
"1001",2461,128747.835425388
"1002",2462,143219.158597853
"1003",2463,129954.259018703
"1004",2464,177419.256310438
"1005",2465,145224.505908183
"1006",2466,114589.054966762
"1007",2467,123029.91029822
"1008",2468,81574.2780021453
"1009",2469,82621.5931149894
"1010",2470,185324.710947827
"1011",2471,261986.612437935
"1012",2472,169262.720658708
"1013",2473,110116.973231122
"1014",2474,71139.1335093345
"1015",2475,226277.60490363
"1016",2476,124171.457416039
"1017",2477,126376.123821941
"1018",2478,149299.420889935
"1019",2479,102479.990610038
"1020",2480,154898.376398038
"1021",2481,115747.774774579
"1022",2482,131300.428546581
"1023",2483,113402.963735201
"1024",2484,119294.168253472
"1025",2485,128619.596992703
"1026",2486,158014.039807635
"1027",2487,159304.48343501
"1028",2488,157325.759312113
"1029",2489,146543.481559727
"1030",2490,132849.376079137
"1031",2491,92679.6686832785
"1032",2492,191627.436059714
"1033",2493,138481.744837753
"1034",2494,139074.623052238
"1035",2495,88018.6536211239
"1036",2496,226343.733484513
"1037",2497,152146.607017493
"1038",2498,112442.256381256
"1039",2499,87488.4774538382
"1040",2500,158452.84873165
"1041",2501,132593.557330007
"1042",2502,135713.049096424
"1043",2503,98842.178958946
"1044",2504,166797.437993649
"1045",2505,218389.051670297
"1046",2506,254031.430950351
"1047",2507,295884.176826272
"1048",2508,254219.800916325
"1049",2509,209111.229704514
"1050",2510,218884.301933996
"1051",2511,175461.087990822
"1052",2512,211728.838979888
"1053",2513,220463.082631173
"1054",2514,262876.222295734
"1055",2515,154794.266207188
"1056",2516,170774.107830387
"1057",2517,157216.204970025
"1058",2518,155022.551349883
"1059",2519,237821.89074743
"1060",2520,222896.587063602
"1061",2521,186323.819561307
"1062",2522,222871.920208753
"1063",2523,113494.815942995
"1064",2524,128393.306988353
"1065",2525,145240.223204298
"1066",2526,140841.219290113
